O2 Optode #578																					
Record Time	Record Number	Sensor Status	O2Concentration [uM]	Status	AirSaturation [%]	Status	Temperature [Deg.C]	Status	CalPhase [Deg]	Status	TCPhase [Deg]	Status	C1RPh [Deg]	Status	C2RPh [Deg]	Status	C1Amp [mV]	Status	C2Amp [mV]	Status	RawTemp [mV]	Status	
2020-08-16 13.52.21	6093	(0) OK	2.408111E+02		7.630962E+01		1.490735E+01		3.393050E+01		3.393050E+01		4.105435E+01		7.123856E+00		7.744324E+02		7.501041E+02		2.930352E+02		
2020-08-16 13.53.21	6094	(0) OK	2.410478E+02		7.638534E+01		1.490778E+01		3.391873E+01		3.391873E+01		4.104573E+01		7.126999E+00		7.740334E+02		7.499637E+02		2.930210E+02		
2020-08-16 13.54.21	6095	(0) OK	2.410713E+02		7.639033E+01		1.490630E+01		3.391824E+01		3.391824E+01		4.104520E+01		7.126953E+00		7.741167E+02		7.500297E+02		2.930699E+02		
2020-08-16 13.55.21	6096	(0) OK	2.400857E+02		7.607108E+01		1.490210E+01		3.396838E+01		3.396838E+01		4.110081E+01		7.132431E+00		7.755724E+02		7.500695E+02		2.932088E+02		
2020-08-16 13.56.21	6097	(0) OK	2.390104E+02		7.574636E+01		1.491184E+01		3.401695E+01		3.401695E+01		4.113989E+01		7.122940E+00		7.765737E+02		7.498032E+02		2.928864E+02		
2020-08-16 13.57.21	6098	(0) OK	2.386824E+02		7.565176E+01		1.491754E+01		3.403061E+01		3.403061E+01		4.115326E+01		7.122650E+00		7.773830E+02		7.499935E+02		2.926981E+02		
2020-08-16 13.58.21	6099	(0) OK	2.380536E+02		7.548148E+01		1.493530E+01		3.405379E+01		3.405379E+01		4.117886E+01		7.125069E+00		7.784100E+02		7.502484E+02		2.921106E+02		
2020-08-16 13.59.21	6100	(0) OK	2.389988E+02		7.578374E+01		1.493687E+01		3.400636E+01		3.400636E+01		4.113861E+01		7.132256E+00		7.771595E+02		7.500849E+02		2.920588E+02		
2020-08-16 14.00.21	6101	(0) OK	2.395197E+02		7.592607E+01		1.492299E+01		3.398689E+01		3.398689E+01		4.111896E+01		7.132072E+00		7.764183E+02		7.498516E+02		2.925179E+02		
2020-08-16 14.01.21	6102	(0) OK	2.402788E+02		7.616521E+01		1.492206E+01		3.395000E+01		3.395000E+01		4.107843E+01		7.128426E+00		7.751898E+02		7.500790E+02		2.925485E+02		
2020-08-16 14.02.21	6103	(0) OK	2.411189E+02		7.642210E+01		1.491639E+01		3.391142E+01		3.391142E+01		4.103711E+01		7.125687E+00		7.739886E+02		7.498160E+02		2.927361E+02		
2020-08-16 14.03.21	6104	(0) OK	2.411882E+02		7.643852E+01		1.491302E+01		3.390954E+01		3.390954E+01		4.103214E+01		7.122597E+00		7.734438E+02		7.499702E+02		2.928475E+02		
2020-08-16 14.04.21	6105	(0) OK	2.422594E+02		7.676024E+01		1.490236E+01		3.386212E+01		3.386212E+01		4.099533E+01		7.133209E+00		7.731360E+02		7.498853E+02		2.932003E+02		
2020-08-16 14.05.21	6106	(0) OK	2.421487E+02		7.672089E+01		1.489978E+01		3.386865E+01		3.386865E+01		4.100253E+01		7.133881E+00		7.726232E+02		7.499033E+02		2.932854E+02		
2020-08-16 14.06.21	6107	(0) OK	2.415073E+02		7.651782E+01		1.489986E+01		3.389983E+01		3.389983E+01		4.102428E+01		7.124443E+00		7.738906E+02		7.500212E+02		2.932827E+02		
2020-08-16 14.07.21	6108	(0) OK	2.411830E+02		7.641864E+01		1.490200E+01		3.391470E+01		3.391470E+01		4.104642E+01		7.131714E+00		7.741861E+02		7.498372E+02		2.932122E+02		
2020-08-16 14.08.21	6109	(0) OK	2.411759E+02		7.642022E+01		1.490434E+01		3.391401E+01		3.391401E+01		4.103993E+01		7.125923E+00		7.734692E+02		7.498826E+02		2.931347E+02		
2020-08-16 14.09.21	6110	(0) OK	2.423184E+02		7.678588E+01		1.490653E+01		3.385740E+01		3.385740E+01		4.098692E+01		7.129524E+00		7.724930E+02		7.497979E+02		2.930622E+02		
2020-08-16 14.10.21	6111	(0) OK	2.422876E+02		7.678015E+01		1.490892E+01		3.385783E+01		3.385783E+01		4.098700E+01		7.129173E+00		7.720167E+02		7.499308E+02		2.929830E+02		
2020-08-16 14.11.21	6112	(0) OK	2.415153E+02		7.654041E+01		1.491196E+01		3.389405E+01		3.389405E+01		4.102126E+01		7.127205E+00		7.728298E+02		7.498596E+02		2.928825E+02		
2020-08-16 14.12.21	6113	(0) OK	2.401082E+02		7.609568E+01		1.491269E+01		3.396255E+01		3.396255E+01		4.109319E+01		7.130630E+00		7.749507E+02		7.497304E+02		2.928586E+02		
2020-08-16 14.13.21	6114	(0) OK	2.398232E+02		7.599957E+01		1.490919E+01		3.397811E+01		3.397811E+01		4.110634E+01		7.128227E+00		7.760096E+02		7.498501E+02		2.929742E+02		
2020-08-16 14.14.21	6115	(0) OK	2.395998E+02		7.591788E+01		1.490256E+01		3.399206E+01		3.399206E+01		4.112071E+01		7.128654E+00		7.763243E+02		7.499468E+02		2.931935E+02		
2020-08-16 14.15.21	6116	(0) OK	2.399476E+02		7.603673E+01		1.490781E+01		3.397262E+01		3.397262E+01		4.110942E+01		7.136803E+00		7.765028E+02		7.499059E+02		2.930199E+02		
2020-08-16 14.16.21	6117	(0) OK	2.387516E+02		7.565564E+01		1.490652E+01		3.403211E+01		3.403211E+01		4.116124E+01		7.129128E+00		7.777430E+02		7.499114E+02		2.930627E+02		
2020-08-16 14.17.21	6118	(0) OK	2.391492E+02		7.575368E+01		1.488950E+01		3.402008E+01		3.402008E+01		4.114536E+01		7.125275E+00		7.768277E+02		7.496895E+02		2.936253E+02		
2020-08-16 14.18.21	6119	(0) OK	2.404615E+02		7.617460E+01		1.489267E+01		3.395415E+01		3.395415E+01		4.108481E+01		7.130653E+00		7.753906E+02		7.498286E+02		2.935205E+02		
2020-08-16 14.19.21	6120	(0) OK	2.409376E+02		7.632607E+01		1.489307E+01		3.393068E+01		3.393068E+01		4.106444E+01		7.133759E+00		7.746505E+02		7.501255E+02		2.935074E+02		
2020-08-16 14.20.21	6121	(0) OK	2.410006E+02		7.634834E+01		1.489445E+01		3.392698E+01		3.392698E+01		4.105865E+01		7.131676E+00		7.741397E+02		7.499710E+02		2.934616E+02		
2020-08-16 14.21.21	6122	(0) OK	2.407485E+02		7.629135E+01		1.490831E+01		3.393313E+01		3.393313E+01		4.106812E+01		7.134987E+00		7.743790E+02		7.498098E+02		2.930034E+02		
2020-08-16 14.22.21	6123	(0) OK	2.407659E+02		7.630051E+01		1.491051E+01		3.393130E+01		3.393130E+01		4.106384E+01		7.132545E+00		7.744712E+02		7.497584E+02		2.929306E+02		
2020-08-16 14.23.21	6124	(0) OK	2.404018E+02		7.617725E+01		1.490573E+01		3.395126E+01		3.395126E+01		4.108344E+01		7.132179E+00		7.752613E+02		7.498390E+02		2.930886E+02		
2020-08-16 14.24.21	6125	(0) OK	2.396541E+02		7.592416E+01		1.489590E+01		3.399236E+01		3.399236E+01		4.111064E+01		7.118279E+00		7.754800E+02		7.498389E+02		2.934139E+02		
2020-08-16 14.25.21	6126	(0) OK	2.391383E+02		7.574497E+01		1.488628E+01		3.402206E+01		3.402206E+01		4.115277E+01		7.130714E+00		7.771265E+02		7.497882E+02		2.937319E+02		
2020-08-16 14.26.21	6127	(0) OK	2.379413E+02		7.536788E+01		1.488755E+01		3.408070E+01		3.408070E+01		4.120613E+01		7.125435E+00		7.785897E+02		7.497487E+02		2.936898E+02		
2020-08-16 14.27.21	6128	(0) OK	2.372016E+02		7.512238E+01		1.488069E+01		3.412053E+01		3.412053E+01		4.125026E+01		7.129730E+00		7.798915E+02		7.497575E+02		2.939168E+02		
2020-08-16 14.28.21	6129	(0) OK	2.362156E+02		7.480602E+01		1.487815E+01		3.417088E+01		3.417088E+01		4.130153E+01		7.130653E+00		7.814509E+02		7.497175E+02		2.940010E+02		
2020-08-16 14.29.21	6130	(0) OK	2.352945E+02		7.451418E+01		1.487805E+01		3.421710E+01		3.421710E+01		4.134161E+01		7.124512E+00		7.828723E+02		7.498978E+02		2.940042E+02		
2020-08-16 14.30.21	6131	(0) OK	2.346180E+02		7.430363E+01		1.488034E+01		3.425012E+01		3.425012E+01		4.137148E+01		7.121353E+00		7.838735E+02		7.499133E+02		2.939283E+02		
2020-08-16 14.31.21	6132	(0) OK	2.344130E+02		7.424946E+01		1.488702E+01		3.425747E+01		3.425747E+01		4.138855E+01		7.131081E+00		7.843500E+02		7.499142E+02		2.937074E+02		
2020-08-16 14.32.21	6133	(0) OK	2.343868E+02		7.424894E+01		1.489188E+01		3.425662E+01		3.425662E+01		4.138159E+01		7.124969E+00		7.841783E+02		7.500256E+02		2.935468E+02		
2020-08-16 14.33.21	6134	(0) OK	2.348180E+02		7.438605E+01		1.489220E+01		3.423473E+01		3.423473E+01		4.136609E+01		7.131355E+00		7.839332E+02		7.500082E+02		2.935363E+02		
2020-08-16 14.34.21	6135	(0) OK	2.348441E+02		7.439554E+01		1.489294E+01		3.423309E+01		3.423309E+01		4.136034E+01		7.127251E+00		7.839186E+02		7.501631E+02		2.935116E+02		
2020-08-16 14.35.21	6136	(0) OK	2.346278E+02		7.432224E+01		1.488998E+01		3.424532E+01		3.424532E+01		4.137164E+01		7.126328E+00		7.839137E+02		7.500804E+02		2.936097E+02		
2020-08-16 14.36.21	6137	(0) OK	2.349321E+02		7.442194E+01		1.489203E+01		3.422906E+01		3.422906E+01		4.135980E+01		7.130737E+00		7.837896E+02		7.501011E+02		2.935419E+02		
2020-08-16 14.37.21	6138	(0) OK	2.354071E+02		7.457608E+01		1.489429E+01		3.420417E+01		3.420417E+01		4.133156E+01		7.127388E+00		7.829109E+02		7.500010E+02		2.934671E+02		
2020-08-16 14.38.21	6139	(0) OK	2.350561E+02		7.446043E+01		1.489154E+01		3.422305E+01		3.422305E+01		4.135387E+01		7.130821E+00		7.829836E+02		7.499526E+02		2.935580E+02		
2020-08-16 14.39.21	6140	(0) OK	2.349067E+02		7.440769E+01		1.488819E+01		3.423206E+01		3.423206E+01		4.135745E+01		7.125389E+00		7.834510E+02		7.500878E+02		2.936689E+02		
2020-08-16 14.40.21	6141	(0) OK	2.348345E+02		7.438576E+01		1.488877E+01		3.423544E+01		3.423544E+01		4.136470E+01		7.129257E+00		7.835483E+02		7.501070E+02		2.936497E+02		
2020-08-16 14.41.21	6142	(0) OK	2.356049E+02		7.463483E+01		1.489187E+01		3.419532E+01		3.419532E+01		4.132268E+01		7.127357E+00		7.827531E+02		7.499823E+02		2.935469E+02		
2020-08-16 14.42.21	6143	(0) OK	2.363359E+02		7.486754E+01		1.489257E+01		3.415840E+01		3.415840E+01		4.128616E+01		7.127762E+00		7.820007E+02		7.501285E+02		2.935240E+02		
2020-08-16 14.43.21	6144	(0) OK	2.368749E+02		7.503371E+01		1.488977E+01		3.413274E+01		3.413274E+01		4.125783E+01		7.125084E+00		7.803867E+02		7.500250E+02		2.936166E+02		
2020-08-16 14.44.21	6145	(0) OK	2.376807E+02		7.529818E+01		1.489542E+01		3.409012E+01		3.409012E+01		4.121515E+01		7.125031E+00		7.796234E+02		7.500549E+02		2.934298E+02		
2020-08-16 14.45.21	6146	(0) OK	2.378115E+02		7.533696E+01		1.489379E+01		3.408435E+01		3.408435E+01		4.120389E+01		7.119537E+00		7.789384E+02		7.500508E+02		2.934836E+02		
2020-08-16 14.46.21	6147	(0) OK	2.382797E+02		7.549271E+01		1.489834E+01		3.405910E+01		3.405910E+01		4.119559E+01		7.136482E+00		7.786022E+02		7.499030E+02		2.933329E+02		
2020-08-16 14.47.21	6148	(0) OK	2.383689E+02		7.552531E+01		1.490101E+01		3.405350E+01		3.405350E+01		4.117964E+01		7.126144E+00		7.787502E+02		7.501359E+02		2.932449E+02		
2020-08-16 14.48.21	6149	(0) OK	2.380219E+02		7.541821E+01		1.490273E+01		3.406992E+01		3.406992E+01		4.119937E+01		7.129456E+00		7.789669E+02		7.498269E+02		2.931880E+02		
2020-08-16 14.49.21	6150	(0) OK	2.386404E+02		7.559970E+01		1.489390E+01		3.404324E+01		3.404324E+01		4.117368E+01		7.130432E+00		7.780651E+02		7.499798E+02		2.934800E+02		
2020-08-16 14.50.21	6151	(0) OK	2.394828E+02		7.586948E+01		1.489567E+01		3.400089E+01		3.400089E+01		4.113390E+01		7.133003E+00		7.768567E+02		7.498874E+02		2.934212E+02		
2020-08-16 14.51.21	6152	(0) OK	2.400735E+02		7.607951E+01		1.490955E+01		3.396566E+01		3.396566E+01		4.109479E+01		7.129128E+00		7.757416E+02		7.500383E+02		2.929624E+02		
2020-08-16 14.52.21	6153	(0) OK	2.405033E+02		7.622477E+01		1.491503E+01		3.394214E+01		3.394214E+01		4.107309E+01		7.130951E+00		7.755389E+02		7.500502E+02		2.927810E+02		
2020-08-16 14.53.21	6154	(0) OK	2.399603E+02		7.606036E+01		1.491969E+01		3.396669E+01		3.396669E+01		4.109563E+01		7.128937E+00		7.756443E+02		7.500103E+02		2.926268E+02		
2020-08-16 14.54.21	6155	(0) OK	2.403585E+02		7.618662E+01		1.491974E+01		3.394714E+01		3.394714E+01		4.107600E+01		7.128868E+00		7.754660E+02		7.499916E+02		2.926253E+02		
2020-08-16 14.55.21	6156	(0) OK	2.400531E+02		7.607819E+01		1.491267E+01		3.396526E+01		3.396526E+01		4.109190E+01		7.126640E+00		7.761184E+02		7.499053E+02		2.928590E+02		
2020-08-16 14.56.21	6157	(0) OK	2.391320E+02		7.578896E+01		1.491431E+01		3.400986E+01		3.400986E+01		4.113481E+01		7.124954E+00		7.772665E+02		7.500589E+02		2.928050E+02		
2020-08-16 14.57.21	6158	(0) OK	2.385565E+02		7.560040E+01		1.491054E+01		3.403996E+01		3.403996E+01		4.116919E+01		7.129234E+00		7.780488E+02		7.498777E+02		2.929295E+02		
2020-08-16 14.58.21	6159	(0) OK	2.379942E+02		7.540875E+01		1.490233E+01		3.407147E+01		3.407147E+01		4.119966E+01		7.128189E+00		7.792053E+02		7.498757E+02		2.932012E+02		
2020-08-16 14.59.21	6160	(0) OK	2.366249E+02		7.496809E+01		1.489813E+01		3.414148E+01		3.414148E+01		4.126633E+01		7.124847E+00		7.811989E+02		7.500052E+02		2.933402E+02		
2020-08-16 15.00.21	6161	(0) OK	2.353983E+02		7.457584E+01		1.489589E+01		3.420390E+01		3.420390E+01		4.133354E+01		7.129646E+00		7.828365E+02		7.498183E+02		2.934142E+02		
2020-08-16 15.01.21	6162	(0) OK	2.334141E+02		7.394928E+01		1.489714E+01		3.430347E+01		3.430347E+01		4.142455E+01		7.121078E+00		7.860562E+02		7.500464E+02		2.933727E+02		
2020-08-16 15.02.21	6163	(0) OK	2.316697E+02		7.339314E+01		1.489496E+01		3.439329E+01		3.439329E+01		4.151741E+01		7.124123E+00		7.888031E+02		7.499099E+02		2.934447E+02		
2020-08-16 15.03.21	6164	(0) OK	2.300953E+02		7.288935E+01		1.489179E+01		3.447556E+01		3.447556E+01		4.160141E+01		7.125854E+00		7.912381E+02		7.500641E+02		2.935496E+02		
2020-08-16 15.04.21	6165	(0) OK	2.294971E+02		7.269605E+01		1.488937E+01		3.450753E+01		3.450753E+01		4.163618E+01		7.128654E+00		7.919762E+02		7.501150E+02		2.936299E+02		
2020-08-16 15.05.21	6166	(0) OK	2.289994E+02		7.253606E+01		1.488789E+01		3.453396E+01		3.453396E+01		4.166217E+01		7.128212E+00		7.935349E+02		7.499589E+02		2.936787E+02		
2020-08-16 15.06.21	6167	(0) OK	2.291158E+02		7.258162E+01		1.489341E+01		3.452544E+01		3.452544E+01		4.165106E+01		7.125618E+00		7.930843E+02		7.500976E+02		2.934960E+02		
2020-08-16 15.07.21	6168	(0) OK	2.299735E+02		7.285516E+01		1.489455E+01		3.448060E+01		3.448060E+01		4.161162E+01		7.131020E+00		7.918373E+02		7.501361E+02		2.934585E+02		
2020-08-16 15.08.21	6169	(0) OK	2.306849E+02		7.309068E+01		1.490098E+01		3.444108E+01		3.444108E+01		4.156299E+01		7.121910E+00		7.899327E+02		7.500773E+02		2.932458E+02		
2020-08-16 15.09.21	6170	(0) OK	2.328651E+02		7.378891E+01		1.490564E+01		3.432754E+01		3.432754E+01		4.145694E+01		7.129402E+00		7.870361E+02		7.501105E+02		2.930918E+02		
2020-08-16 15.10.21	6171	(0) OK	2.347940E+02		7.439290E+01		1.490115E+01		3.423193E+01		3.423193E+01		4.136218E+01		7.130249E+00		7.840408E+02		7.500204E+02		2.932403E+02		
2020-08-16 15.11.21	6172	(0) OK	2.360308E+02		7.477854E+01		1.489730E+01		3.417155E+01		3.417155E+01		4.130177E+01		7.130226E+00		7.821938E+02		7.500313E+02		2.933673E+02		
2020-08-16 15.12.21	6173	(0) OK	2.372635E+02		7.517442E+01		1.490056E+01		3.410856E+01		3.410856E+01		4.123354E+01		7.124977E+00		7.799108E+02		7.500193E+02		2.932596E+02		
2020-08-16 15.13.21	6174	(0) OK	2.388379E+02		7.569828E+01		1.491585E+01		3.402368E+01		3.402368E+01		4.115082E+01		7.127136E+00		7.772435E+02		7.501519E+02		2.927539E+02		
2020-08-16 15.14.21	6175	(0) OK	2.394341E+02		7.590469E+01		1.492645E+01		3.398955E+01		3.398955E+01		4.111885E+01		7.129303E+00		7.764854E+02		7.501379E+02		2.924032E+02		
2020-08-16 15.15.21	6176	(0) OK	2.388008E+02		7.571074E+01		1.493062E+01		3.401892E+01		3.401892E+01		4.114354E+01		7.124619E+00		7.773384E+02		7.501522E+02		2.922654E+02		
2020-08-16 15.16.21	6177	(0) OK	2.387795E+02		7.570563E+01		1.493164E+01		3.401952E+01		3.401952E+01		4.115157E+01		7.132050E+00		7.778188E+02		7.500485E+02		2.922316E+02		
2020-08-16 15.17.21	6178	(0) OK	2.386260E+02		7.565285E+01		1.492912E+01		3.402822E+01		3.402822E+01		4.115610E+01		7.127876E+00		7.778519E+02		7.501487E+02		2.923149E+02		
2020-08-16 15.18.21	6179	(0) OK	2.391145E+02		7.579057E+01		1.491867E+01		3.400877E+01		3.400877E+01		4.114217E+01		7.133392E+00		7.773042E+02		7.499982E+02		2.926607E+02		
2020-08-16 15.19.21	6180	(0) OK	2.390404E+02		7.577025E+01		1.492061E+01		3.401156E+01		3.401156E+01		4.113879E+01		7.127235E+00		7.770970E+02		7.498711E+02		2.925966E+02		
2020-08-16 15.20.21	6181	(0) OK	2.393410E+02		7.587490E+01		1.492629E+01		3.399421E+01		3.399421E+01		4.112567E+01		7.131462E+00		7.767613E+02		7.498370E+02		2.924086E+02		
2020-08-16 15.21.21	6182	(0) OK	2.393650E+02		7.587489E+01		1.492165E+01		3.399509E+01		3.399509E+01		4.111980E+01		7.124702E+00		7.770062E+02		7.497456E+02		2.925621E+02		
2020-08-16 15.22.21	6183	(0) OK	2.394598E+02		7.589491E+01		1.491557E+01		3.399314E+01		3.399314E+01		4.112027E+01		7.127129E+00		7.769548E+02		7.499266E+02		2.927633E+02		
2020-08-16 15.23.21	6184	(0) OK	2.401109E+02		7.609368E+01		1.491096E+01		3.396319E+01		3.396319E+01		4.108740E+01		7.124214E+00		7.756855E+02		7.498643E+02		2.929155E+02		
2020-08-16 15.24.21	6185	(0) OK	2.405876E+02		7.625072E+01		1.491458E+01		3.393821E+01		3.393821E+01		4.106642E+01		7.128212E+00		7.749001E+02		7.500320E+02		2.927960E+02		
2020-08-16 15.25.21	6186	(0) OK	2.399889E+02		7.607225E+01		1.492142E+01		3.396452E+01		3.396452E+01		4.109001E+01		7.125496E+00		7.751271E+02		7.502676E+02		2.925696E+02		
2020-08-16 15.26.21	6187	(0) OK	2.399572E+02		7.607684E+01		1.493029E+01		3.396211E+01		3.396211E+01		4.109319E+01		7.131073E+00		7.756371E+02		7.500622E+02		2.922762E+02		
2020-08-16 15.27.21	6188	(0) OK	2.390711E+02		7.579034E+01		1.492691E+01		3.400723E+01		3.400723E+01		4.112886E+01		7.121628E+00		7.762571E+02		7.500503E+02		2.923880E+02		
2020-08-16 15.28.21	6189	(0) OK	2.389884E+02		7.575942E+01		1.492403E+01		3.401260E+01		3.401260E+01		4.114079E+01		7.128197E+00		7.769077E+02		7.499135E+02		2.924833E+02		
2020-08-16 15.29.21	6190	(0) OK	2.382146E+02		7.553188E+01		1.493490E+01		3.404600E+01		3.404600E+01		4.117442E+01		7.128426E+00		7.776824E+02		7.499526E+02		2.921237E+02		
2020-08-16 15.30.21	6191	(0) OK	2.379458E+02		7.544167E+01		1.493186E+01		3.406068E+01		3.406068E+01		4.118671E+01		7.126030E+00		7.784142E+02		7.499801E+02		2.922242E+02		
2020-08-16 15.31.21	6192	(0) OK	2.377759E+02		7.538914E+01		1.493269E+01		3.406873E+01		3.406873E+01		4.119131E+01		7.122581E+00		7.784949E+02		7.497407E+02		2.921971E+02		
2020-08-16 15.32.21	6193	(0) OK	2.372220E+02		7.522527E+01		1.493989E+01		3.409304E+01		3.409304E+01		4.121663E+01		7.123589E+00		7.793999E+02		7.498750E+02		2.919589E+02		
2020-08-16 15.33.21	6194	(0) OK	2.375247E+02		7.531691E+01		1.493723E+01		3.407918E+01		3.407918E+01		4.120784E+01		7.128662E+00		7.794113E+02		7.498248E+02		2.920466E+02		
2020-08-16 15.34.21	6195	(0) OK	2.376481E+02		7.534122E+01		1.492812E+01		3.407712E+01		3.407712E+01		4.120361E+01		7.126495E+00		7.789095E+02		7.499373E+02		2.923480E+02		
2020-08-16 15.35.21	6196	(0) OK	2.380853E+02		7.547482E+01		1.492508E+01		3.405679E+01		3.405679E+01		4.118904E+01		7.132248E+00		7.781025E+02		7.497515E+02		2.924488E+02		
2020-08-16 15.36.21	6197	(0) OK	2.379976E+02		7.544224E+01		1.492214E+01		3.406245E+01		3.406245E+01		4.118826E+01		7.125809E+00		7.779029E+02		7.497812E+02		2.925460E+02		
2020-08-16 15.37.21	6198	(0) OK	2.388614E+02		7.571379E+01		1.492077E+01		3.402032E+01		3.402032E+01		4.115623E+01		7.135910E+00		7.774560E+02		7.497223E+02		2.925911E+02		
2020-08-16 15.38.21	6199	(0) OK	2.393054E+02		7.584556E+01		1.491533E+01		3.400085E+01		3.400085E+01		4.113683E+01		7.135971E+00		7.765613E+02		7.497291E+02		2.927712E+02		
2020-08-16 15.39.21	6200	(0) OK	2.395016E+02		7.591183E+01		1.491778E+01		3.399010E+01		3.399010E+01		4.112341E+01		7.133316E+00		7.763452E+02		7.497580E+02		2.926902E+02		
2020-08-16 15.40.21	6201	(0) OK	2.392283E+02		7.582075E+01		1.491506E+01		3.400477E+01		3.400477E+01		4.113245E+01		7.127678E+00		7.762206E+02		7.497986E+02		2.927799E+02		
2020-08-16 15.41.21	6202	(0) OK	2.396617E+02		7.595812E+01		1.491509E+01		3.398342E+01		3.398342E+01		4.111511E+01		7.131691E+00		7.761887E+02		7.498313E+02		2.927790E+02		
2020-08-16 15.42.21	6203	(0) OK	2.395224E+02		7.590726E+01		1.491102E+01		3.399210E+01		3.399210E+01		4.112524E+01		7.133148E+00		7.763849E+02		7.498762E+02		2.929138E+02		
2020-08-16 15.43.21	6204	(0) OK	2.389428E+02		7.571999E+01		1.490881E+01		3.402164E+01		3.402164E+01		4.114375E+01		7.122108E+00		7.762883E+02		7.499880E+02		2.929868E+02		
2020-08-16 15.44.21	6205	(0) OK	2.398833E+02		7.600605E+01		1.490156E+01		3.397856E+01		3.397856E+01		4.110562E+01		7.127060E+00		7.758803E+02		7.499257E+02		2.932265E+02		
2020-08-16 15.45.21	6206	(0) OK	2.406013E+02		7.622584E+01		1.489689E+01		3.394543E+01		3.394543E+01		4.107671E+01		7.131279E+00		7.746075E+02		7.498492E+02		2.933809E+02		
2020-08-16 15.46.21	6207	(0) OK	2.414945E+02		7.650301E+01		1.489337E+01		3.390335E+01		3.390335E+01		4.103165E+01		7.128296E+00		7.740125E+02		7.497101E+02		2.934973E+02		
2020-08-16 15.47.21	6208	(0) OK	2.412340E+02		7.642035E+01		1.489327E+01		3.391611E+01		3.391611E+01		4.104175E+01		7.125641E+00		7.734247E+02		7.497432E+02		2.935008E+02		
2020-08-16 15.48.21	6209	(0) OK	2.411542E+02		7.640881E+01		1.490158E+01		3.391630E+01		3.391630E+01		4.103656E+01		7.120262E+00		7.738805E+02		7.498439E+02		2.932259E+02		
2020-08-16 15.49.21	6210	(0) OK	2.402065E+02		7.611289E+01		1.490423E+01		3.396150E+01		3.396150E+01		4.109377E+01		7.132263E+00		7.752463E+02		7.498806E+02		2.931383E+02		
2020-08-16 15.50.21	6211	(0) OK	2.390274E+02		7.575019E+01		1.491089E+01		3.401654E+01		3.401654E+01		4.113733E+01		7.120789E+00		7.768242E+02		7.500008E+02		2.929181E+02		
2020-08-16 15.51.21	6212	(0) OK	2.383456E+02		7.553584E+01		1.491194E+01		3.404977E+01		3.404977E+01		4.117551E+01		7.125740E+00		7.778936E+02		7.497847E+02		2.928834E+02		
2020-08-16 15.52.21	6213	(0) OK	2.377978E+02		7.536082E+01		1.491107E+01		3.407731E+01		3.407731E+01		4.120125E+01		7.123940E+00		7.787705E+02		7.497397E+02		2.929119E+02		
2020-08-16 15.53.21	6214	(0) OK	2.375269E+02		7.528467E+01		1.491703E+01		3.408810E+01		3.408810E+01		4.121188E+01		7.123787E+00		7.788653E+02		7.498324E+02		2.927148E+02		
2020-08-16 15.54.21	6215	(0) OK	2.368326E+02		7.506663E+01		1.491826E+01		3.412211E+01		3.412211E+01		4.124709E+01		7.124977E+00		7.801217E+02		7.497916E+02		2.926741E+02		
2020-08-16 15.55.21	6216	(0) OK	2.359007E+02		7.478268E+01		1.492533E+01		3.416552E+01		3.416552E+01		4.130443E+01		7.138908E+00		7.820853E+02		7.499755E+02		2.924403E+02		
2020-08-16 15.56.21	6217	(0) OK	2.342882E+02		7.427951E+01		1.493029E+01		3.424438E+01		3.424438E+01		4.136981E+01		7.125427E+00		7.838698E+02		7.503454E+02		2.922762E+02		
2020-08-16 15.57.21	6218	(0) OK	2.332993E+02		7.395423E+01		1.492299E+01		3.429771E+01		3.429771E+01		4.142378E+01		7.126076E+00		7.852079E+02		7.500770E+02		2.925179E+02		
2020-08-16 15.58.21	6219	(0) OK	2.337300E+02		7.408720E+01		1.492073E+01		3.427689E+01		3.427689E+01		4.140506E+01		7.128174E+00		7.850203E+02		7.502681E+02		2.925925E+02		
2020-08-16 15.59.21	6220	(0) OK	2.335144E+02		7.402690E+01		1.492575E+01		3.428555E+01		3.428555E+01		4.140674E+01		7.121185E+00		7.847754E+02		7.499123E+02		2.924264E+02		
2020-08-16 16.00.21	6221	(0) OK	2.337115E+02		7.409345E+01		1.492830E+01		3.427443E+01		3.427443E+01		4.139911E+01		7.124680E+00		7.849141E+02		7.497681E+02		2.923422E+02		
2020-08-16 16.01.21	6222	(0) OK	2.335127E+02		7.403451E+01		1.493086E+01		3.428336E+01		3.428336E+01		4.140730E+01		7.123947E+00		7.850872E+02		7.496926E+02		2.922576E+02		
2020-08-16 16.02.21	6223	(0) OK	2.327804E+02		7.381582E+01		1.493927E+01		3.431676E+01		3.431676E+01		4.144733E+01		7.130569E+00		7.862877E+02		7.495696E+02		2.919794E+02		
2020-08-16 16.03.21	6224	(0) OK	2.313814E+02		7.338791E+01		1.494917E+01		3.438371E+01		3.438371E+01		4.151538E+01		7.131676E+00		7.883108E+02		7.496340E+02		2.916519E+02		
2020-08-16 16.04.21	6225	(0) OK	2.301199E+02		7.300753E+01		1.496168E+01		3.444289E+01		3.444289E+01		4.156856E+01		7.125671E+00		7.901353E+02		7.496331E+02		2.912381E+02		
2020-08-16 16.05.21	6226	(0) OK	2.293249E+02		7.275869E+01		1.496381E+01		3.448296E+01		3.448296E+01		4.160513E+01		7.122169E+00		7.909788E+02		7.495908E+02		2.911675E+02		
